Date,Time,Site,Rep,Level,Conductivity,Salinity,DO_mgL,DO_perc,pH,Temperature,Water_depth,Secchi_depth,Chl_a,DOC,TDN,TOC,TN,Ammonia,NO2NO3,Nitrite,Orthophosphate,Silicate,Notes
2022-12-14,9:57,BO,A,0.5,44707,31.99,7.44,99.7,8.23,20.5,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,9:57,BO,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,9:57,BO,A,0.8,44682,31.95,7.35,98.9,8.23,20.5,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,10:51,BO,B,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,10:51,C2,A,Surface,47586,32.8,4.35,61.1,8.1,22.4,1.6,1.5,11.62,360.9,34.7,415.5,40.1,2.272,0.547,0.132,0.285,40.749,* Secchi Disk visible on seafloor
2022-12-14,10:51,C2,B,Surface,-,-,-,-,-,-,-,-,12.67,333,31.6,367.5,36.9,1.937,0.385,0.142,0.175,40.734,-
2022-12-14,10:51,C2,A,0.5,47592,32.8,4.24,69.3,8.09,22.4,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,10:51,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,10:51,C2,A,1,47621,32.84,3.93,54.8,8.09,22.4,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,10:51,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,10:51,C2,A,1.6,47537,32.84,3.6,50.2,8.09,22.4,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,10:51,C2,B,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,12:11,RD6,A,Surface,43562,31.91,12.78,168.2,8.1,19.4,0.5,0.2,19.43,135.5,16.5,216.1,29.6,1.788,0.749,0.091,0.617,11.09,-
2022-12-14,12:11,RD6,B,Surface,-,-,-,-,-,-,-,-,20.07,112.4,13.8,258,32.2,4.038,0.909,0.133,0.63,10.796,-
2022-12-14,12:11,RD6,A,0.5,43588,31.92,11.7,154.7,8.1,19.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,12:11,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
